"control_1" "control_2" "control_3" "fe_starved_no_ox_1" "fe_starved_no_ox_2" "fe_starved_no_ox_3" "ox_stress_with_fe_1" "ox_stress_with_fe_2" "ox_stress_with_fe_3" "fe_starved_ox_stress_1" "fe_starved_ox_stress_2" "fe_starved_ox_stress_3"
"Afu4g00620" 36 19 21 120 81 112 42 39 27 79 38 74
"Afu4g00630" 84 52 59 224 236 259 108 117 72 340 170 422
"Afu4g00640" 0 0 0 0 0 0 0 0 0 0 1 0
"Afu4g00650" 0 0 0 0 1 0 0 0 0 0 0 0
"Afu4g00660" 1926 1776 1593 311 550 389 2704 3033 2298 2895 4466 2629
"Afu4g00670" 116 155 142 251 255 322 366 275 244 704 795 657
"Afu4g00680" 8 9 17 7 9 6 16 8 13 5 10 10
"Afu4g00690" 0 3 0 3 1 2 1 0 2 2 3 7
"Afu4g00700" 5 3 15 35 23 28 9 29 11 12 11 15
"Afu4g00710" 14 13 14 104 79 110 21 34 23 188 145 214
"Afu4g00720" 2 5 2 12 11 21 4 4 2 15 19 15
"Afu4g00730" 1 1 1 2 0 3 0 1 0 3 2 0
"Afu4g00740" 0 0 0 1 1 0 0 0 0 0 1 0
"Afu4g00750" 216 200 219 3324 3190 3819 1917 3614 2202 114 64 90
"Afu4g00760" 43 66 70 445 352 441 332 567 278 106 93 99
"Afu4g00770" 107 147 139 934 830 968 611 803 481 745 592 519
"Afu4g00780" 0 0 0 0 0 0 0 1 0 0 0 0
"Afu4g00790" 50 35 28 30 53 48 53 55 37 20 27 10
"Afu4g00800" 423 281 280 351 343 324 505 565 351 121 50 87
"Afu4g00810" 1 0 1 2 6 5 4 1 4 2 1 1
"Afu4g00820" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu4g00830" 117 107 124 165 139 206 169 279 156 16 13 12
"Afu4g00840" 19 17 10 24 24 25 21 20 16 25 15 25
"Afu4g00850" 3 1 2 6 8 9 5 1 3 3 4 2
"Afu4g00860" 38 43 37 34 47 43 54 73 60 1783 4435 1981
"Afu4g00870" 9 22 7 24 29 23 31 27 15 7 5 10
"Afu4g00880" 0 0 0 0 0 0 0 1 0 0 0 0
"Afu4g00890" 78 56 57 93 107 122 24 43 41 25 51 32
"Afu4g00900" 13 21 21 150 126 205 34 75 46 172 207 192
"Afu4g00910" 17 9 7 14 12 11 9 9 14 60 41 53
"Afu4g00920" 105 115 89 135 134 125 185 119 105 81 17 48
"Afu4g00930" 832 721 664 851 843 898 972 1050 856 429 361 350
"Afu4g00940" 114 99 80 205 164 159 212 125 139 571 382 724
"Afu4g00950" 459 293 281 355 373 394 486 422 326 353 683 333
"Afu4g00960" 6125 4703 4827 3643 4425 4251 4791 4760 3954 6082 4901 5978
"Afu4g00970" 770 623 597 1391 1283 1501 930 741 660 266 38 225
"Afu4g00980" 39 31 39 788 464 677 93 129 64 157 125 174
"Afu4g00990" 62 74 56 654 554 684 110 112 88 64 110 74
"Afu4g01000" 60 53 65 245 139 208 114 128 64 46 84 39
"Afu4g01010" 140 134 126 189 171 219 215 161 160 163 145 112
"Afu4g01020" 108 98 97 186 195 234 145 128 110 42 32 33
"Afu4g01030" 3 6 11 4 4 6 19 18 11 4 10 15
"Afu4g01040" 5 4 5 5 3 3 4 7 3 59 51 62
"Afu4g01050" 3 3 7 1 1 6 18 13 9 12 35 10
"Afu4g01060" 152 134 94 84 101 77 180 140 116 69 79 65
"Afu4g01070" 70 75 83 34 39 38 93 86 69 17 15 15
"Afu4g01080" 0 0 4 8 7 8 1 2 1 65 77 86
"Afu4g01090" 2 4 6 4 2 3 0 3 0 11 18 16
"Afu4g01105" 6 16 11 14 16 13 33 18 18 12 29 11
"Afu4g01110" 0 1 0 0 1 0 0 0 0 2 1 1
"Afu4g01115" 2 1 1 2 2 0 0 1 0 3 8 4
"Afu4g01120" 29 29 24 95 80 96 80 240 138 314 950 339
"Afu4g01130" 8 21 13 121 114 144 43 113 64 64 61 88
"Afu4g01140" 11 12 24 16 12 22 21 41 20 36 54 44
"Afu4g01150" 24 24 17 241 290 287 59 82 52 342 218 453
"Afu4g01160" 120 79 102 689 587 792 257 264 186 55 31 48
"Afu4g01170" 3 9 8 106 97 123 48 45 28 16 12 12
"Afu4g01180" 1 1 0 3 1 0 1 0 0 0 0 0
"Afu4g01200" 0 2 1 1 0 1 1 2 2 0 0 0
"Afu4g01210" 24 24 37 42 26 27 95 126 91 3 2 3
"Afu4g01220" 1093 895 862 558 751 761 1222 896 749 135 40 115
"Afu4g01230" 2761 2574 2497 356 562 547 3279 2894 2433 175 30 97
"Afu4g01242" 2535 2402 2385 391 521 585 2948 2682 2248 152 42 149
"Afu4g01260" 598 525 576 565 595 731 859 923 699 503 170 471
"Afu4g01270" 154 269 239 294 205 352 853 1344 887 53 7 40
"Afu4g01280" 62 76 78 50 37 53 323 375 258 27 10 16
"Afu4g01285" 5857 5022 4551 1542 2182 1882 4947 2277 2686 329 46 268
"Afu4g01290" 30819 30448 29167 8510 10225 9690 46242 23646 25692 1558 520 1461
"Afu4g01300" 6 9 6 5 3 2 9 12 4 0 2 4
"Afu4g01310" 25 15 20 6 10 15 30 19 18 5 15 3
"Afu4g01322" 9 8 4 1 4 6 9 6 6 5 2 1
"Afu4g01340" 2 3 2 5 2 4 2 6 1 0 2 1
"Afu4g01350" 1960 1202 1217 2097 2046 2552 1407 999 992 1303 1651 1395
"Afu4g01360" 24 32 20 73 56 60 25 30 27 22 41 22
"Afu4g01370" 19 20 14 51 47 59 56 33 35 31 6 23
"Afu4g01380" 17 13 8 29 20 27 32 30 26 23 13 22
"Afu4g01392" 500 508 404 736 932 942 880 959 739 507 230 516
"Afu4g01400" 48 48 41 107 108 143 105 106 83 29 35 26
"Afu4g01410" 0 5 5 3 4 4 33 50 29 4 1 3
"Afu4g01420" 1 2 0 1 2 0 6 9 13 0 0 0
"Afu4g01430" 0 0 0 0 0 0 2 1 0 0 0 0
"Afu4g01440" 12 9 10 24 24 41 31 26 17 13 7 13
"Afu4g01450" 0 0 0 0 0 1 0 0 0 0 2 0
"Afu4g01460" 0 1 2 2 3 10 2 0 1 1 2 1
"Afu4g01470" 12 16 33 12 9 8 87 141 96 19 12 11
"Afu4g01480" 0 0 1 0 0 1 1 0 2 0 0 0
"Afu4g01490" 1 8 3 4 1 2 9 4 6 0 4 2
"Afu4g01500" 8 5 9 3 3 2 8 11 18 4 7 2
"Afu4g01510" 55 41 40 42 65 52 83 56 54 24 50 27
"Afu4g01520" 2 3 3 1 1 3 27 6 8 3 7 0
"Afu4g01530" 1 5 3 1 5 2 15 6 4 1 7 0
"Afu4g01550" 3 2 2 14 14 9 13 3 3 4 0 4
"Afu4g01555" 51 48 42 93 86 82 126 77 49 56 16 42
"Afu4g01560" 2142 1440 1415 4255 5882 5313 2693 1568 1347 2265 744 1383
"Afu4g01570" 49 55 37 46 60 71 66 74 49 80 50 75
"Afu4g01580" 87 63 65 269 291 303 297 1827 800 7117 1960 6819
"Afu4g01590" 10 4 11 6 8 13 3 6 6 4 3 2
"Afu4g01600" 37 33 43 55 40 43 37 44 26 71 56 110
"Afu4g01850" 51329 57140 56560 43014 17478 48453 113721 38912 82697 47832 29841 46699
"Afu4g02100" 81427 74252 73758 71071 27561 77876 129657 44174 87180 72793 44405 74504
"Afu4g02350" 3 2 2 1 1 0 1 0 1 1 1 1
"Afu4g02610" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu4g02620" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu4g02630" 2 0 0 0 0 1 1 0 0 0 0 0
"Afu4g02640" 0 0 0 1 0 0 0 0 0 0 0 0
"Afu4g02650" 131 135 156 38 65 33 99 118 96 1 2 4
"Afu4g02660" 104 103 99 53 75 64 109 98 82 4 1 2
"Afu4g02680" 133 106 76 102 87 98 111 89 91 11 6 14
"Afu4g02690" 0 0 1 0 0 0 0 0 0 0 0 0
"Afu4g02700" 1 4 1 4 1 4 3 0 1 0 1 0
"Afu4g02710" 343 140 138 78 92 81 152 150 135 138 121 109
"Afu4g02720" 985 770 943 1181 1233 1514 575 765 670 410 130 428
"Afu4g02730" 39 23 29 32 32 55 37 23 22 2 10 4
"Afu4g02740" 2 8 5 5 13 8 8 4 2 3 3 0
"Afu4g02750" 173 125 136 303 340 373 198 149 132 65 19 72
"Afu4g02760" 9 7 4 24 28 44 20 16 7 5 8 11
"Afu4g02770" 2 0 2 4 2 1 1 2 2 1 0 3
"Afu4g02780" 8 8 10 64 54 78 27 15 19 31 6 38
"Afu4g02790" 473 373 398 672 639 773 528 625 518 515 659 545
"Afu4g02800" 0 1 0 0 0 1 0 0 1 0 0 0
"Afu4g02802" 142 140 136 123 163 151 147 164 136 107 62 100
"Afu4g02805" 1000 815 848 207 230 246 414 344 328 426 1457 368
"Afu4g02810" 236 152 160 535 432 594 231 448 319 472 877 474
"Afu4g02820" 5 4 5 1 2 5 5 3 3 4 10 13
"Afu4g02830" 139 90 95 115 104 113 101 86 83 10 19 6
"Afu4g02840" 4596 2674 2505 474 588 486 765 1169 952 1049 1723 962
"Afu4g02850" 96 55 53 25 20 24 31 24 23 35 49 37
"Afu4g02860" 50 39 34 33 47 48 86 85 48 11 8 5
"Afu4g02870" 111 108 100 89 102 97 136 135 115 26 14 17
"Afu4g02880" 656 607 561 692 729 841 983 874 768 743 431 625
"Afu4g02890" 213 140 130 106 128 121 190 164 159 250 217 289
"Afu4g02900" 798 557 561 505 616 629 942 833 702 511 429 446
"Afu4g02920" 1675 1504 1323 1584 1721 1704 1767 1652 1354 2696 1276 2605
"Afu4g02930" 265 182 186 416 413 507 281 200 193 78 27 62
"Afu4g02940" 1179 892 896 538 657 646 875 955 759 1201 1560 1214
"Afu4g02950" 4 6 4 53 58 57 23 26 15 58 54 75
"Afu4g02960" 16 23 21 239 191 245 54 71 54 213 164 241
"Afu4g02970" 1068 807 871 985 1020 887 1533 1422 1110 5424 4438 4641
"Afu4g02980" 240 210 217 343 394 420 243 271 236 59 35 90
"Afu4g02990" 699 552 543 980 947 1045 993 835 548 838 407 781
"Afu4g03000" 1107 940 987 1036 1243 1157 1220 1030 862 1117 699 975
"Afu4g03010" 17744 14334 13040 6141 6718 8214 21676 22928 18367 3147 3894 3807
"Afu4g03020" 3179 2719 2712 1803 2062 2128 3090 2897 2487 1741 1022 1707
"Afu4g03030" 493 496 406 685 702 672 669 547 441 702 299 615
"Afu4g03040" 199 203 194 256 260 357 223 247 183 107 105 94
"Afu4g03050" 7223 5702 5417 5883 5548 6433 5425 5541 4730 2631 629 2495
"Afu4g03060" 120 99 89 138 122 132 152 106 104 82 112 87
"Afu4g03070" 1035 797 688 748 989 998 1339 1319 1028 1517 1648 1456
"Afu4g03080" 39 30 34 58 56 79 27 36 25 41 24 48
"Afu4g03090" 868 828 857 1011 1063 1253 1266 1077 948 439 524 373
"Afu4g03100" 757 593 479 894 869 1003 775 667 517 4719 11785 5024
"Afu4g03110" 185 239 196 140 137 161 170 241 189 652 1923 681
"Afu4g03120" 428 398 544 133 204 172 542 522 494 194 190 136
"Afu4g03130" 518 366 340 406 388 373 425 382 283 710 285 657
"Afu4g03140" 1308 1058 1046 1404 1609 1686 1559 1404 1068 1937 776 1798
"Afu4g03150" 102 84 69 130 101 128 152 108 95 32 8 20
"Afu4g03160" 248 252 236 261 317 320 327 281 202 393 143 372
"Afu4g03170" 217 176 164 907 833 949 353 409 314 774 785 686
"Afu4g03180" 643 550 522 643 713 720 801 706 579 771 444 695
"Afu4g03190" 0 0 1 0 1 1 2 1 0 2 1 0
"Afu4g03200" 364 135 123 4 1 2 409 325 209 3 2 1
"Afu4g03210" 2 0 4 2 1 3 0 2 2 1 3 1
"Afu4g03220" 31 26 23 55 44 45 61 28 31 12 6 3
"Afu4g03230" 18 18 17 30 21 26 86 45 50 1 0 4
"Afu4g03240" 3781 2188 2542 133 188 109 2241 3685 1959 210 73 147
"Afu4g03250" 75 73 60 183 140 161 147 103 84 114 81 101
"Afu4g03260" 2 0 0 0 0 0 0 0 0 0 1 1
"Afu4g03270" 0 0 1 1 1 0 3 1 0 1 0 0
"Afu4g03280" 29 21 16 4 2 4 87 15 41 1 1 3
"Afu4g03290" 52 53 49 111 83 109 110 114 68 76 61 69
"Afu4g03300" 3 2 1 7 2 1 2 4 1 3 1 1
"Afu4g03305" 16 21 23 119 102 113 28 23 16 106 31 105
"Afu4g03310" 57 40 49 117 107 109 79 83 67 187 90 188
"Afu4g03320" 3235 2229 2178 870 989 953 5017 4195 3229 2611 1692 2208
"Afu4g03321" 325 300 262 233 200 245 449 686 490 2836 2138 2311
"Afu4g03322" 17911 13426 14408 6193 6389 6728 13543 15199 13140 4799 2745 4109
"Afu4g03325" 1854 1481 1815 1122 1177 1325 1643 1494 1389 1743 5539 1956
"Afu4g03330" 2537 1806 1934 1074 1112 1227 1033 1514 1266 789 578 716
"Afu4g03340" 396 361 404 454 520 522 819 646 486 517 1507 477
"Afu4g03350" 449 347 395 304 427 388 607 609 464 309 752 262
"Afu4g03360" 25546 21855 19997 12069 13994 13766 24541 21925 19470 10064 29484 9695
"Afu4g03370" 1806 1677 1475 3625 3510 3816 1941 2139 1601 970 231 921
"Afu4g03390" 1784 1328 1366 1856 1689 1855 1020 1259 939 694 143 658
"Afu4g03400" 3718 3117 2893 590 716 623 2032 2741 2154 211 619 295
"Afu4g03410" 68161 51860 49672 3509 4993 5612 40813 55893 43990 2212 6172 3985
"Afu4g03420" 269 302 235 24 31 36 181 237 184 35 98 40
"Afu4g03430" 105 101 108 42 50 65 69 87 79 98 70 89
"Afu4g03435" 66 38 38 58 66 50 66 79 73 44 48 37
"Afu4g03440" 675 1304 1706 1769 2173 2952 2444 6799 4233 1272 4494 1631
"Afu4g03450" 1964 1474 1348 528 462 443 1334 1256 1001 540 567 436
"Afu4g03460" 34375 32235 33465 14622 20484 23232 14737 21063 17042 11294 11686 14792
"Afu4g03470" 218 173 179 160 150 154 242 219 142 82 27 56
"Afu4g03480" 102 96 80 49 62 57 165 155 83 385 272 379
"Afu4g03490" 4376 3134 2936 1124 1287 1165 2524 2825 2076 370 158 391
"Afu4g03500" 225 231 251 310 277 413 333 508 355 142 149 236
"Afu4g03510" 105 110 122 152 133 153 137 124 105 23 44 36
"Afu4g03520" 34 31 31 31 29 20 32 29 25 5 10 6
"Afu4g03530" 30 22 20 30 26 22 18 12 12 11 9 5
"Afu4g03540" 20 8 5 29 28 33 22 16 12 70 37 51
"Afu4g03550" 1 1 1 3 2 2 3 3 1 1 0 4
"Afu4g03560" 5 4 3 1 2 1 10 7 2 4 2 2
"Afu4g03580" 101 63 91 66 129 95 125 155 103 462 746 456
"Afu4g03585" 444 360 420 550 569 604 509 672 460 2308 3752 2521
"Afu4g03590" 163 100 101 547 530 641 122 141 102 265 89 282
"Afu4g03595" 25816 15661 15195 2215 2966 2476 9442 8417 8512 6449 42400 6613
"Afu4g03600" 137 137 115 113 112 109 138 69 103 349 1147 385
"Afu4g03610" 28 32 36 9 7 2 18 31 30 12 6 12
"Afu4g03615" 0 2 0 1 0 1 1 0 0 1 1 0
"Afu4g03620" 388 297 272 463 471 453 530 350 285 477 208 441
"Afu4g03630" 2097 1781 1677 1428 1639 1708 3698 2984 2256 481 259 264
"Afu4g03640" 930 800 688 765 767 824 1626 1424 1125 788 410 720
"Afu4g03645" 222 232 222 289 245 268 271 223 192 154 84 143
"Afu4g03650" 2472 2472 2196 2184 2183 2674 2548 2698 2271 911 875 876
"Afu4g03660" 71 98 113 46 60 48 115 82 85 38 23 32
"Afu4g03670" 123 118 109 128 208 137 273 155 118 49 11 32
"Afu4g03680" 105 71 69 266 212 207 180 112 99 203 22 223
"Afu4g03690" 37 40 28 126 98 106 74 45 43 82 6 81
"Afu4g03700" 10 10 9 31 21 34 25 18 10 20 0 32
"Afu4g03710" 40 34 36 121 99 107 82 52 41 46 2 53
"Afu4g03722" 203 144 129 200 232 211 279 169 154 62 10 38
"Afu4g03730" 3668 3262 3030 1059 1369 1216 3660 4010 3170 10929 12264 9905
"Afu4g03740" 497 461 473 544 580 679 364 334 320 580 954 412
"Afu4g03750" 116 103 82 67 61 64 215 141 105 58 7 40
"Afu4g03760" 2387 1942 1823 1961 2183 2642 4317 3361 2806 407 239 410
"Afu4g03770" 519 520 412 361 351 379 717 563 445 426 469 395
"Afu4g03780" 31 40 36 63 39 71 79 56 34 20 10 15
"Afu4g03790" 39 37 31 31 37 40 55 45 41 30 14 9
"Afu4g03800" 1106 799 937 1594 1717 1863 806 860 637 1615 318 1866
"Afu4g03810" 335 304 283 325 364 352 495 351 301 288 117 249
"Afu4g03820" 4412 4068 4071 4919 5545 6235 5534 4199 3858 4671 14537 5072
"Afu4g03830" 4251 3144 2940 508 754 580 2756 2825 2593 1689 2700 1777
"Afu4g03840" 556 450 425 868 793 819 778 736 563 2688 2718 2372
"Afu4g03850" 1430 1151 1118 2070 2551 2433 1848 1705 1329 3251 1806 3068
"Afu4g03860" 6921 6024 5770 3779 4227 4444 6746 7715 6229 4161 3418 3754
"Afu4g03870" 219 219 159 316 300 307 368 232 181 618 246 505
"Afu4g03880" 17084 15407 14535 8555 8711 9722 15739 18261 15282 3172 1699 2446
"Afu4g03890" 879 756 721 731 751 900 1010 978 808 770 495 903
"Afu4g03900" 2090 1683 1632 1503 1651 1615 1778 1402 1260 2620 1298 2653
"Afu4g03910" 621 583 520 1203 1193 1124 908 789 535 1982 1052 1895
"Afu4g03920" 2956 2958 2756 20 19 16 1171 2338 1676 6 16 6
"Afu4g03930" 7509 8483 9036 23 24 28 2395 6457 4423 23 32 33
"Afu4g03940" 13230 11033 11043 92 300 166 5506 9452 6546 74 38 73
"Afu4g03945" 595 571 515 1808 1741 1983 753 708 559 2473 2443 2403
"Afu4g03950" 2152 2044 1819 2240 2037 2360 2860 2589 2360 1878 1089 1777
"Afu4g03960" 5713 3949 3882 1312 1611 1508 1800 1899 1561 2167 1716 2162
"Afu4g03970" 664 540 441 902 1090 1002 672 631 460 457 395 370
"Afu4g03980" 504 388 356 547 518 491 648 533 384 735 444 653
"Afu4g03990" 987 820 728 848 862 1009 1033 1003 790 1249 1182 1498
"Afu4g04000" 1035 704 629 545 549 512 741 606 452 826 851 832
"Afu4g04010" 41 38 34 94 100 115 38 42 36 34 10 27
"Afu4g04020" 4 5 3 7 3 4 5 1 3 0 2 0
"Afu4g04030" 297 214 206 394 337 365 468 375 320 114 25 89
"Afu4g04040" 390 396 308 500 489 552 511 454 343 565 398 552
"Afu4g04060" 1376 1137 1042 905 1037 1063 1402 1393 1205 675 344 941
"Afu4g04070" 10375 8504 8860 7317 10978 10570 9951 9383 7349 2188 1444 1719
"Afu4g04075" 435 380 367 455 446 543 464 512 418 115 28 86
"Afu4g04080" 1 3 1 10 12 12 9 6 3 2 0 8
"Afu4g04090" 628 486 466 1019 1003 1008 879 572 464 827 73 703
"Afu4g04100" 607 423 392 649 598 625 784 714 557 1831 1015 1685
"Afu4g04110" 1239 991 859 1726 1650 1807 1760 1517 1202 3800 4529 3437
"Afu4g04120" 1510 967 925 2290 2514 2601 1705 1530 1217 2497 2917 2286
"Afu4g04130" 1501 1257 1143 1168 1304 1366 1674 1626 1356 1526 3609 1363
"Afu4g04140" 722 725 689 2128 1845 2206 1194 2399 1551 7370 3785 6946
"Afu4g04150" 949 530 562 310 290 305 447 363 404 355 558 331
"Afu4g04160" 422 267 243 200 294 241 611 355 356 306 584 328
"Afu4g04170" 232 184 161 161 155 150 387 231 203 164 348 176
"Afu4g04180" 1636 1265 1183 1013 1289 1186 1903 1247 1127 217 304 177
"Afu4g04190" 19159 12424 12346 11019 13911 13151 13694 14827 11573 26743 22738 26320
"Afu4g04200" 221 239 205 201 208 218 296 213 174 85 38 82
"Afu4g04210" 396 336 304 1717 1451 1557 1091 731 457 561 609 434
"Afu4g04220" 962 984 886 1683 1898 2055 1633 1651 1378 1019 700 1127
"Afu4g04230" 4972 4221 4018 4195 4909 4670 4201 4069 3471 2527 1290 1790
"Afu4g04250" 682 668 627 1227 2146 1806 550 535 458 1046 320 678
"Afu4g04260" 335 282 244 254 241 281 343 389 315 54 12 49
"Afu4g04270" 470 420 376 457 448 507 754 775 535 148 73 163
"Afu4g04280" 695 593 700 357 498 593 414 398 483 1080 5457 1009
"Afu4g04290" 537 436 512 1782 1716 1925 599 531 397 891 2477 992
"Afu4g04300" 759 714 608 552 579 641 642 725 603 850 1290 920
"Afu4g04310" 1171 895 904 1171 1277 1347 1415 1327 1021 1309 1002 1183
"Afu4g04318" 2932 3135 3383 36 30 34 4486 4511 3477 142 70 161
"Afu4g04320" 27 20 10 246 268 222 21 42 19 102 22 107
"Afu4g04330" 796 704 679 1411 1362 1551 1390 1207 879 1725 1141 1700
"Afu4g04350" 1231 1078 965 1115 1221 1267 1515 1376 1077 857 508 719
"Afu4g04355" 281 247 226 530 514 661 459 406 351 876 403 997
"Afu4g04360" 633 559 492 774 905 914 896 715 692 1810 1522 1951
"Afu4g04370" 58 34 31 120 121 113 88 50 44 78 59 80
"Afu4g04380" 292 263 300 2108 1881 2498 1111 2088 1420 1955 1429 2065
"Afu4g04390" 311 257 225 520 513 519 628 539 393 186 82 170
"Afu4g04410" 1156 881 847 1262 1311 1343 1526 1340 1125 2308 1036 2452
"Afu4g04415" 33 26 27 213 160 197 77 64 55 172 83 192
"Afu4g04420" 308 328 245 482 478 511 465 343 305 871 345 831
"Afu4g04430" 308 311 298 385 352 425 386 384 276 425 175 395
"Afu4g04440" 594 439 468 663 718 716 723 563 439 343 408 355
"Afu4g04450" 483 419 417 812 855 820 727 572 436 867 507 802
"Afu4g04460" 11569 10086 9432 5524 5595 5910 9595 11000 9441 2254 1218 1944
"Afu4g04465" 317 239 260 462 384 435 393 395 260 518 249 430
"Afu4g04470" 155 151 119 261 223 284 221 163 138 707 673 672
"Afu4g04480" 105 100 78 151 160 185 145 106 89 54 38 33
"Afu4g04502" 910 829 803 1178 1470 1484 931 808 682 1220 2096 1211
"Afu4g04510" 68 52 40 136 117 132 84 50 49 39 22 39
"Afu4g04520" 3737 3278 3118 3550 4221 4357 3776 3970 3372 1626 874 1385
"Afu4g04530" 144 169 108 68 69 79 218 183 134 51 44 56
"Afu4g04540" 146 120 112 77 87 100 241 193 165 50 27 23
"Afu4g04550" 1862 1759 1716 1347 1397 1564 1687 2238 1666 577 474 555
"Afu4g04560" 321 273 226 488 430 491 485 410 295 176 380 158
"Afu4g04570" 80 102 70 151 142 152 96 59 52 538 418 532
"Afu4g04580" 11 16 13 10 28 19 9 14 6 38 47 27
"Afu4g04590" 1515 1327 1313 2257 2502 2390 1483 1487 1051 14610 17555 13690
"Afu4g04600" 925 995 872 827 777 1062 1019 1051 944 937 1972 948
"Afu4g04605" 163 146 187 532 511 618 339 232 199 194 706 214
"Afu4g04612" 1185 1025 977 1360 1451 1601 1440 1092 951 1961 1670 2190
"Afu4g04620" 2409 2070 1919 1196 1149 1185 2532 2389 2023 928 756 767
"Afu4g04630" 659 562 478 760 775 750 960 759 608 925 532 901
"Afu4g04640" 1583 1373 1218 902 887 895 1301 1140 1084 1631 10663 1329
"Afu4g04650" 3327 2939 2733 5348 7171 7174 5337 2943 2704 1348 1624 1236
"Afu4g04660" 3413 2942 2720 2893 2953 3252 4007 3290 2756 3597 2279 3686
"Afu4g04670" 5300 3938 3783 2986 3812 3380 5333 5055 4137 4049 2828 4059
"Afu4g04680" 4645 3932 3457 3415 3303 3577 4467 3986 3522 3704 1479 3713
"Afu4g04690" 1400 1278 1208 2026 1963 2266 1838 1777 1456 3384 1649 3830
"Afu4g04700" 179 188 157 337 408 450 212 492 288 1847 850 2061
"Afu4g04710" 1177 1150 1112 1246 1286 1311 1980 1659 1520 4391 4719 3412
"Afu4g04715" 596 593 527 876 906 994 1029 798 639 1198 676 1006
"Afu4g04720" 1469 1384 1218 1281 1410 1644 1889 1633 1350 750 461 617
"Afu4g04730" 662 645 546 907 838 955 979 767 653 872 475 797
"Afu4g04740" 1973 1980 2001 1958 2348 2567 2206 2473 1989 938 1096 845
"Afu4g04745" 338 329 290 562 468 602 702 620 469 858 644 772
"Afu4g04750" 2846 2593 2450 2293 2286 2533 3791 3265 2732 2273 1107 2100
"Afu4g04760" 2221 2012 1912 4584 4797 5910 2891 2291 1972 6700 9133 6812
"Afu4g04800" 1309 1366 1153 1930 1984 2201 2062 1811 1501 1259 1490 1175
"Afu4g04810" 1720 1624 1454 2622 2613 3307 2611 2227 1798 1983 791 1886
"Afu4g04815" 1833 1569 1493 2560 2344 2451 2143 1935 1615 3180 4559 2485
"Afu4g04820" 11490 10769 11030 38654 40379 45917 15348 14523 11425 30534 42057 30508
"Afu4g05830" 1519 1430 1421 1801 1603 1881 2143 1897 1474 1453 823 1240
"Afu4g05840" 2207 1861 1666 2393 2685 2953 3263 2780 2291 2921 1117 2337
"Afu4g05850" 527 475 383 722 558 632 892 695 549 594 387 501
"Afu4g05855" 756 827 752 436 508 566 1317 1062 875 412 323 338
"Afu4g05860" 4074 3524 3453 846 934 952 5390 5069 4328 1383 1447 1518
"Afu4g05870" 170 196 179 465 471 536 334 239 218 138 92 124
"Afu4g05880" 1125 1144 927 1302 1324 1559 1413 1478 1177 689 433 555
"Afu4g05890" 264 227 232 225 232 252 261 285 222 80 41 59
"Afu4g05900" 1904 1616 1554 1099 1373 1359 1767 1504 1339 4135 4061 4958
"Afu4g05910" 3142 2658 2463 2537 2667 2917 3822 3490 2941 1989 1153 2101
"Afu4g05915" 1262 1213 1145 1171 1345 1702 1425 1379 1364 561 845 708
"Afu4g05920" 2397 2282 2168 3730 4154 4977 2987 3160 2692 1393 4088 2099
"Afu4g05930" 523 449 388 535 538 561 686 568 478 415 254 415
"Afu4g05940" 1298 1125 1037 888 853 991 1388 1227 1063 343 136 248
"Afu4g05950" 1540 1482 1349 1449 1478 1514 1923 1893 1463 1119 609 1087
"Afu4g05960" 225 245 184 398 287 335 475 287 225 346 130 340
"Afu4g05970" 413 361 341 454 350 386 715 544 460 222 109 158
"Afu4g05980" 493 472 402 989 816 981 962 645 546 1543 1181 1652
"Afu4g05985" 107 96 102 204 272 260 190 206 124 905 684 915
"Afu4g05990" 860 821 757 1148 1183 1341 911 987 799 1606 1735 1883
"Afu4g06000" 1320 1353 1242 1896 1771 2120 1546 1532 1281 1386 1269 1529
"Afu4g06010" 695 794 697 1003 946 1268 721 767 598 976 977 1052
"Afu4g06020" 4166 2810 3011 1116 1406 1432 2816 2596 2189 327 97 306
"Afu4g06030" 2707 2212 2282 3017 3734 3833 2753 2782 2202 1312 804 1157
"Afu4g06040" 474 407 446 377 447 505 546 598 464 280 227 241
"Afu4g06050" 12 8 6 34 22 26 15 10 8 14 6 12
"Afu4g06060" 551 509 487 1089 1249 1287 637 653 464 402 154 417
"Afu4g06070" 936 800 823 1037 904 1029 1329 1275 1016 1668 1361 1641
"Afu4g06080" 445 374 369 619 628 557 773 499 377 309 288 272
"Afu4g06085" 37 28 30 40 28 47 53 37 30 40 19 28
"Afu4g06090" 1652 1401 1366 1595 1419 1722 1761 1714 1331 1570 509 1598
"Afu4g06100" 362 284 283 585 526 597 695 470 389 1384 536 1212
"Afu4g06110" 29 20 21 59 51 45 55 36 30 57 21 64
"Afu4g06120" 1069 886 829 948 1031 1122 987 965 842 594 255 569
"Afu4g06130" 1334 1084 1023 1673 1904 1959 1541 1324 1069 2277 2101 2214
"Afu4g06140" 2502 2215 2178 2540 2592 2813 2637 2599 2144 1706 404 1621
"Afu4g06150" 409 376 332 534 534 585 641 601 457 356 155 244
"Afu4g06160" 1625 1444 1372 3336 3151 3906 1937 2484 1819 3128 1098 2876
"Afu4g06170" 1257 1559 1513 5001 4983 6174 2818 3449 2679 1358 345 1662
